evaluation_index,first_seen_stage,portfolio_size,portfolio_param_ids,priority_1_param_id,priority_2_param_id,priority_3_param_id,priority_4_param_id,priority_5_param_id,friction_preset,active_pairs,watchlist_size,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed,same_symbol_opposite_conflicts,same_pair_duplicate_blocks,stacked_same_side_entries,internal_pair_conflicts,entry_rejections,partial_fill_events,extra_latency_events,long_total_trades,short_total_trades,long_closed_positions,short_closed_positions,long_total_profit,short_total_profit,backtest_start,backtest_end,true_months_window,dynamic_symbol_count,activated_symbol_count,winning_positions,losing_positions,breakeven_positions,position_win_rate,avg_position_pnl,avg_winner_pnl,avg_loser_pnl,profit_factor,avg_holding_days,median_holding_days,best_position_pnl,worst_position_pnl,max_consecutive_position_wins,max_consecutive_position_losses,avg_support_pair_count,cagr,daily_sharpe,daily_sortino,calmar,months_traded,profitable_months,losing_months,monthly_win_rate,best_month_return_pct,worst_month_return_pct,stacking_profit_delta_vs_netted,friction_profit_delta_vs_reference,duplicate_pair_family_count,duplicate_long_symbol_count,duplicate_short_symbol_count,duplicate_long_param_count,duplicate_short_param_count,diversity_penalty,penalized_expectancy
360,size_5_seed_02_ordering,5,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,baseline,5,10,78,51,0.5512820512820513,1.6019985380220043,124.95588596571633,0.024991177193143265,5124.955885965716,5264.901641963307,158.52387387364615,3.0109560378136875,True,9.12347757277168,False,4,18,80,26,0,1,4,21,55,23,36,15,103.26535242712436,21.690533538591495,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.4501154110924688,12.501865471685308,-8.858103407074475,1.5877663659258434,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008880873090312935,0.5159159137961886,0.3092197158371736,0.29495193482670395,33,7,4,0.21212121212121213,1.482910208281507,-0.9849511348687279,-230.06792361047877,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.4519985380220042
361,size_5_seed_02_ordering,5,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,baseline,5,10,78,51,0.5512820512820513,1.6019985380220043,124.95588596571633,0.024991177193143265,5124.955885965716,5264.901641963307,158.52387387364615,3.0109560378136875,True,9.12347757277168,False,4,18,80,26,0,1,4,21,55,23,36,15,103.26535242712436,21.690533538591495,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.4501154110924688,12.501865471685308,-8.858103407074475,1.5877663659258434,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008880873090312935,0.5159159137961886,0.3092197158371736,0.29495193482670395,33,7,4,0.21212121212121213,1.482910208281507,-0.9849511348687279,-230.06792361047877,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.4519985380220042
363,size_5_seed_02_ordering,5,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,baseline,5,10,78,51,0.5512820512820513,1.6019985380220043,124.95588596571633,0.024991177193143265,5124.955885965716,5264.901641963307,158.52387387364615,3.0109560378136875,True,9.12347757277168,False,4,18,80,26,0,1,4,21,55,23,36,15,103.26535242712436,21.690533538591495,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.4501154110924688,12.501865471685308,-8.858103407074475,1.5877663659258434,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008880873090312935,0.5159159137961886,0.3092197158371736,0.29495193482670395,33,7,4,0.21212121212121213,1.482910208281507,-0.9849511348687279,-230.06792361047877,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.4519985380220042
366,size_5_seed_02_ordering,5,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,baseline,5,10,78,51,0.5512820512820513,1.6019985380220043,124.95588596571633,0.024991177193143265,5124.955885965716,5264.901641963307,158.52387387364615,3.0109560378136875,True,9.12347757277168,False,4,18,78,27,0,1,4,21,55,23,36,15,103.26535242712436,21.690533538591495,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.4501154110924688,12.501865471685308,-8.858103407074475,1.5877663659258434,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008880873090312935,0.5176434971255133,0.312167874292177,0.29495193482670395,33,7,4,0.21212121212121213,1.482910208281507,-0.9849511348687279,-230.06792361047877,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.4519985380220042
367,size_5_seed_02_ordering,5,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,baseline,5,10,78,51,0.5512820512820513,1.6019985380220043,124.95588596571633,0.024991177193143265,5124.955885965716,5264.901641963307,158.52387387364615,3.0109560378136875,True,9.12347757277168,False,4,18,81,26,0,1,4,21,55,23,36,15,103.26535242712436,21.690533538591495,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.4501154110924688,12.501865471685308,-8.858103407074475,1.5877663659258434,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008880873090312935,0.5159159137961886,0.3092197158371736,0.29495193482670395,33,7,4,0.21212121212121213,1.482910208281507,-0.9849511348687279,-230.06792361047877,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.4519985380220042
369,size_5_seed_02_ordering,5,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,baseline,5,10,78,51,0.5512820512820513,1.6019985380220043,124.95588596571633,0.024991177193143265,5124.955885965716,5264.901641963307,158.52387387364615,3.0109560378136875,True,9.12347757277168,False,4,18,81,26,0,1,4,21,55,23,36,15,103.26535242712436,21.690533538591495,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.4501154110924688,12.501865471685308,-8.858103407074475,1.5877663659258434,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008880873090312935,0.5159159137961886,0.3092197158371736,0.29495193482670395,33,7,4,0.21212121212121213,1.482910208281507,-0.9849511348687279,-230.06792361047877,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.4519985380220042
425,size_5_seed_02_ordering,5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,baseline,5,10,78,51,0.5512820512820513,1.5847441059753318,123.61004026607588,0.024722008053215175,5123.610040266076,5263.555796263667,158.52387387364615,3.0117259132348186,True,9.22281248950377,False,4,17,81,26,0,2,3,21,55,23,36,15,103.26535242712436,20.344687838949696,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.423726279726944,12.534093135645183,-8.950436433181073,1.5754376764607945,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008785965638992144,0.5105775795733563,0.3056525925049751,0.2917252728869793,33,7,4,0.21212121212121213,1.4391935091105257,-0.9852063016092316,-231.41376931011922,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.43474410597533164
424,size_5_seed_02_ordering,5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,baseline,5,10,78,51,0.5512820512820513,1.5847441059753318,123.61004026607588,0.024722008053215175,5123.610040266076,5263.555796263667,158.52387387364615,3.0117259132348186,True,9.22281248950377,False,4,17,81,26,0,2,3,21,55,23,36,15,103.26535242712436,20.344687838949696,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.423726279726944,12.534093135645183,-8.950436433181073,1.5754376764607945,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008785965638992144,0.5105775795733563,0.3056525925049751,0.2917252728869793,33,7,4,0.21212121212121213,1.4391935091105257,-0.9852063016092316,-231.41376931011922,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.43474410597533164
427,size_5_seed_02_ordering,5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,baseline,5,10,78,51,0.5512820512820513,1.5847441059753318,123.61004026607588,0.024722008053215175,5123.610040266076,5263.555796263667,158.52387387364615,3.0117259132348186,True,9.22281248950377,False,4,18,81,26,0,2,3,21,55,23,36,15,103.26535242712436,20.344687838949696,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.423726279726944,12.534093135645183,-8.950436433181073,1.5754376764607945,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008785965638992144,0.5105775795733563,0.3056525925049751,0.2917252728869793,33,7,4,0.21212121212121213,1.4391935091105257,-0.9852063016092316,-231.41376931011922,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.43474410597533164
426,size_5_seed_02_ordering,5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,baseline,5,10,78,51,0.5512820512820513,1.5847441059753318,123.61004026607588,0.024722008053215175,5123.610040266076,5263.555796263667,158.52387387364615,3.0117259132348186,True,9.22281248950377,False,4,18,81,26,0,2,3,21,55,23,36,15,103.26535242712436,20.344687838949696,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.423726279726944,12.534093135645183,-8.950436433181073,1.5754376764607945,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008785965638992144,0.5105775795733563,0.3056525925049751,0.2917252728869793,33,7,4,0.21212121212121213,1.4391935091105257,-0.9852063016092316,-231.41376931011922,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.43474410597533164
422,size_5_seed_02_ordering,5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,baseline,5,10,78,51,0.5512820512820513,1.5847441059753318,123.61004026607588,0.024722008053215175,5123.610040266076,5263.555796263667,158.52387387364615,3.0117259132348186,True,9.22281248950377,False,4,18,80,26,0,2,3,21,55,23,36,15,103.26535242712436,20.344687838949696,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.423726279726944,12.534093135645183,-8.950436433181073,1.5754376764607945,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008785965638992144,0.5105775795733563,0.3056525925049751,0.2917252728869793,33,7,4,0.21212121212121213,1.4391935091105257,-0.9852063016092316,-231.41376931011922,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.43474410597533164
423,size_5_seed_02_ordering,5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,baseline,5,10,78,51,0.5512820512820513,1.5847441059753318,123.61004026607588,0.024722008053215175,5123.610040266076,5263.555796263667,158.52387387364615,3.0117259132348186,True,9.22281248950377,False,4,18,80,26,0,2,3,21,55,23,36,15,103.26535242712436,20.344687838949696,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.423726279726944,12.534093135645183,-8.950436433181073,1.5754376764607945,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008785965638992144,0.5105775795733563,0.3056525925049751,0.2917252728869793,33,7,4,0.21212121212121213,1.4391935091105257,-0.9852063016092316,-231.41376931011922,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.43474410597533164
437,size_5_seed_02_ordering,5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004|combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000|combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000|combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,baseline,5,10,78,51,0.5512820512820513,1.5847441059753318,123.61004026607588,0.024722008053215175,5123.610040266076,5263.555796263667,158.52387387364615,3.0117259132348186,True,9.22281248950377,False,4,18,81,26,0,2,3,21,55,23,36,15,103.26535242712436,20.344687838949696,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,24,0,0.5294117647058824,2.423726279726944,12.534093135645183,-8.950436433181073,1.5754376764607945,14.013071895424837,8.0,17.883917745221282,-10.000000000000002,10,8,1.0,0.008785965638992144,0.5105775795733563,0.3056525925049751,0.2917252728869793,33,7,4,0.21212121212121213,1.4391935091105257,-0.9852063016092316,-231.41376931011922,0.0,2.0,3.0,3.0,1.0,2.0,1.1500000000000001,0.43474410597533164
