combined_rank,base_analysis_rank,base_rank,daily_param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_ema_period,confirm_min_distance,confirm_mode,assets_with_real_4h,assets_with_daily_fallback,total_trades,win_rate,expectancy,total_profit,total_return,param_id
79,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,30,0.0,close_below_ema,4,6,74,0.3108108108108108,122.24945187878072,9046.459439029773,0.9046459439029774,short_cand_061_DOGE_USDT__4h_ema30_dist0.000
80,9,67,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,30,0.0,close_below_ema,4,6,76,0.3157894736842105,121.428188402018,9228.542318553367,0.9228542318553368,short_cand_067_DOGE_USDT__4h_ema30_dist0.000
81,2,62,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,30,0.008,close_below_ema,4,6,66,0.30303030303030304,119.78975818001018,7906.124039880672,0.7906124039880672,short_cand_062_DOGE_USDT__4h_ema30_dist0.008
82,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,25,0.004,close_below_ema,4,6,72,0.3055555555555556,119.38132724661331,8595.455561756158,0.8595455561756158,short_cand_061_DOGE_USDT__4h_ema25_dist0.004
83,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,20,0.004,close_below_ema,4,6,72,0.3055555555555556,118.55748750512379,8536.139100368913,0.8536139100368914,short_cand_061_DOGE_USDT__4h_ema20_dist0.004
84,18,97,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,15,0.0,close_below_ema,4,6,103,0.3300970873786408,117.33153374844296,12085.147976089625,1.2085147976089625,short_cand_097_LINK_USDT__4h_ema15_dist0.000
85,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,25,0.0,close_below_ema,4,6,73,0.3013698630136986,116.46297588979006,8501.797239954674,0.8501797239954675,short_cand_061_DOGE_USDT__4h_ema25_dist0.000
86,14,79,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,59,0.288135593220339,115.84263883456967,6834.71569123961,0.683471569123961,short_cand_079_ETH_USDT__4h_ema20_dist0.008
87,15,74,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,15,0.004,close_below_ema,4,6,116,0.3103448275862069,114.54977958374886,13287.774431714868,1.3287774431714867,short_cand_074_DOGE_USDT__4h_ema15_dist0.004
88,9,67,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,30,0.008,close_below_ema,4,6,69,0.30434782608695654,113.35818921128957,7821.71505557898,0.782171505557898,short_cand_067_DOGE_USDT__4h_ema30_dist0.008
89,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,20,0.0,close_below_ema,4,6,108,0.3055555555555556,113.29164368447574,12235.49751792338,1.2235497517923382,short_cand_076_ETH_USDT__4h_ema20_dist0.000
90,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,15,0.004,close_below_ema,4,6,68,0.29411764705882354,113.09607351888972,7690.532999284501,0.7690532999284501,short_cand_061_DOGE_USDT__4h_ema15_dist0.004
91,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,20,0.004,close_below_ema,4,6,93,0.27956989247311825,112.45490901066773,10458.306537992099,1.04583065379921,short_cand_082_ETH_USDT__4h_ema20_dist0.004
92,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,15,0.0,close_below_ema,4,6,88,0.29545454545454547,111.11061496791739,9777.73411717673,0.977773411717673,short_cand_070_DOGE_USDT__4h_ema15_dist0.000
93,15,74,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,20,0.008,close_below_ema,4,6,114,0.30701754385964913,110.5594771888835,12603.78039953272,1.260378039953272,short_cand_074_DOGE_USDT__4h_ema20_dist0.008
94,2,62,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,25,0.008,close_below_ema,4,6,65,0.2923076923076923,107.85416737536296,7010.520879398592,0.7010520879398592,short_cand_062_DOGE_USDT__4h_ema25_dist0.008
95,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,30,0.004,close_below_ema,4,6,99,0.2727272727272727,107.3420789137843,10626.865812464646,1.0626865812464645,short_cand_082_ETH_USDT__4h_ema30_dist0.004
96,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,25,0.0,close_below_ema,4,6,103,0.2815533980582524,107.1863908260911,11040.198255087384,1.1040198255087383,short_cand_082_ETH_USDT__4h_ema25_dist0.000
97,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,25,0.004,close_below_ema,4,6,99,0.2727272727272727,103.98221982263529,10294.239762440893,1.0294239762440893,short_cand_082_ETH_USDT__4h_ema25_dist0.004
98,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,20,0.0,close_below_ema,4,6,123,0.3170731707317073,103.88946030968388,12778.403618091117,1.2778403618091116,short_cand_088_ETH_USDT__4h_ema20_dist0.000
99,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,30,0.0,close_below_ema,4,6,103,0.27184466019417475,103.84774330992971,10696.31756092276,1.0696317560922761,short_cand_082_ETH_USDT__4h_ema30_dist0.000
