combined_rank,param_id,daily_param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_mode,confirm_ema_period,confirm_min_distance,total_trades,win_rate,expectancy,total_profit,total_return
123,short_cand_076_ETH_USDT__4h_ema30_dist0.004,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,30,0.004,111,0.2882882882882883,76.96852717260066,8543.506516158674,0.8543506516158673
124,short_cand_075_DOGE_USDT__4h_ema20_dist0.004,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,20,0.004,81,0.2839506172839506,76.64719385178323,6208.422701994442,0.6208422701994442
125,short_cand_075_DOGE_USDT__4h_ema25_dist0.004,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,25,0.004,84,0.2857142857142857,76.03894041987166,6387.270995269219,0.638727099526922
126,short_cand_082_ETH_USDT__4h_ema15_dist0.008,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,15,0.008,57,0.2982456140350877,75.93850521817448,4328.494797435946,0.43284947974359456
127,short_cand_088_ETH_USDT__4h_ema25_dist0.008,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,25,0.008,109,0.30275229357798167,75.725035597336,8254.028880109625,0.8254028880109625
128,short_cand_088_ETH_USDT__4h_ema15_dist0.004,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,15,0.004,96,0.3125,75.69972221459446,7267.173332601068,0.7267173332601068
129,short_cand_076_ETH_USDT__4h_ema30_dist0.000,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,30,0.0,115,0.28695652173913044,74.89528925753729,8612.958264616787,0.8612958264616787
130,short_cand_076_ETH_USDT__4h_ema25_dist0.004,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,25,0.004,111,0.2882882882882883,73.9718960913056,8210.88046613492,0.821088046613492
131,short_cand_076_ETH_USDT__4h_ema25_dist0.008,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,25,0.008,99,0.29292929292929293,73.81334963338293,7307.521613704909,0.7307521613704909
132,short_cand_088_ETH_USDT__4h_ema25_dist0.000,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,25,0.0,132,0.30303030303030304,71.34127447141378,9417.04823022662,0.9417048230226619
133,short_cand_088_ETH_USDT__4h_ema30_dist0.004,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,30,0.004,127,0.2992125984251969,70.84539355458092,8997.364981431778,0.8997364981431778
134,short_cand_070_DOGE_USDT__4h_ema25_dist0.008,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,25,0.008,77,0.2727272727272727,70.77171354655897,5449.421943085041,0.5449421943085041
135,short_cand_070_DOGE_USDT__4h_ema30_dist0.008,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,30,0.008,80,0.2875,70.05421415809607,5604.337132647685,0.5604337132647685
136,short_cand_088_ETH_USDT__4h_ema30_dist0.000,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,30,0.0,132,0.29545454545454547,69.56424787242425,9182.480719160001,0.9182480719160001
137,short_cand_070_DOGE_USDT__4h_ema30_dist0.004,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,30,0.004,87,0.28735632183908044,68.92004362580177,5996.043795444754,0.5996043795444754
138,short_cand_063_DOGE_USDT__4h_ema30_dist0.004,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,close_below_ema,30,0.004,126,0.31746031746031744,68.47734466357251,8628.145427610136,0.8628145427610135
139,short_cand_075_DOGE_USDT__4h_ema25_dist0.000,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,25,0.0,86,0.27906976744186046,67.95195957689482,5843.868523612955,0.5843868523612955
140,short_cand_088_ETH_USDT__4h_ema25_dist0.004,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,25,0.004,125,0.296,67.81859101686013,8477.323877107516,0.8477323877107515
141,short_cand_076_ETH_USDT__4h_ema15_dist0.004,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,15,0.004,84,0.2857142857142857,67.69723601558483,5686.567825309126,0.5686567825309127
142,short_cand_068_DOGE_USDT__4h_ema20_dist0.008,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,20,0.008,32,0.3125,66.78077498199609,2136.984799423875,0.2136984799423875
143,short_cand_063_DOGE_USDT__4h_ema25_dist0.000,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,close_below_ema,25,0.0,126,0.31746031746031744,65.39673410327318,8239.98849701242,0.823998849701242
144,short_cand_070_DOGE_USDT__4h_ema25_dist0.004,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,25,0.004,87,0.28735632183908044,63.915177327198116,5560.620427466236,0.5560620427466236
145,short_cand_063_DOGE_USDT__4h_ema30_dist0.000,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,close_below_ema,30,0.0,129,0.3178294573643411,63.50752934204856,8192.471285124264,0.8192471285124264
146,short_cand_088_ETH_USDT__4h_ema20_dist0.008,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,20,0.008,97,0.29896907216494845,63.174284110467724,6127.905558715369,0.6127905558715369
147,short_cand_070_DOGE_USDT__4h_ema20_dist0.004,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,20,0.004,86,0.27906976744186046,61.37341642313924,5278.113812389975,0.5278113812389974
148,short_cand_086_ETH_USDT__4h_ema20_dist0.000,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,close_below_ema,20,0.0,118,0.3220338983050847,58.547666717647516,6908.6246726824065,0.6908624672682406
149,short_cand_070_DOGE_USDT__4h_ema15_dist0.004,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,15,0.004,80,0.275,58.43821339979111,4675.057071983289,0.46750570719832885
150,short_cand_084_ETH_USDT__4h_ema20_dist0.000,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.0,99,0.29292929292929293,58.387631207415666,5780.375489534151,0.5780375489534151
151,short_cand_076_ETH_USDT__4h_ema30_dist0.008,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,30,0.008,106,0.2830188679245283,56.544302807447465,5993.696097589432,0.5993696097589432
152,short_cand_075_DOGE_USDT__4h_ema15_dist0.008,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,15,0.008,63,0.25396825396825395,55.10367591511517,3471.5315826522556,0.3471531582652256
153,short_cand_070_DOGE_USDT__4h_ema25_dist0.000,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,25,0.0,90,0.2777777777777778,54.70621815564985,4923.559634008487,0.4923559634008487
154,short_cand_076_ETH_USDT__4h_ema20_dist0.008,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.008,87,0.28735632183908044,54.20769044380763,4716.069068611264,0.4716069068611264
155,short_cand_086_ETH_USDT__4h_ema25_dist0.000,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,close_below_ema,25,0.0,124,0.3064516129032258,53.745051494130635,6664.386385272199,0.6664386385272199
